lambda_nm,vprime,
545.2999878,0.3401324451,
545.2000122,0.3459498882,
545.0999756,0.3306978047,
545,0.3240605891,
544.9000244,0.3320632875,
544.7999878,0.3387460709,
544.7000122,0.3451193869,
544.5999756,0.3577181101,
544.5,0.3671780527,
544.4000244,0.3733035624,
544.2999878,0.3857353032,
544.2000122,0.4015165269,
544.0999756,0.4103294015,
544,0.4243116975,
543.9000244,0.4328117073,
543.7999878,0.444232583,
543.7000122,0.4608486295,
543.5999756,0.4770623744,
543.5,0.4902975261,
543.4000244,0.4760616422,
543.2999878,0.349003762,
543.2000122,0.3279219568,
543.0999756,0.3286021054,
543,0.3228905499,
542.9000244,0.317692697,
542.7999878,0.3227747977,
542.7000122,0.3294407129,
542.5999756,0.33293733,
542.5,0.3406070173,
542.4000244,0.3548182249,
542.2999878,0.3644083738,
542.2000122,0.3744425476,
542.0999756,0.3851373494,
542,0.3944022059,
541.9000244,0.4024008811,
541.7999878,0.4142773449,
541.7000122,0.4293766022,
541.5999756,0.4443607628,
541.5,0.4580676556,
541.4000244,0.4684512019,
541.2999878,0.4830054045,
541.2000122,0.4944995344,
541.0999756,0.4600638747,
541,0.3348420858,
540.9000244,0.3160217404,
540.7999878,0.3113016486,
540.7000122,0.3165023029,
540.5999756,0.3228107393,
540.5,0.3303722143,
540.4000244,0.3380494416,
540.2999878,0.3454371393,
540.2000122,0.3527327776,
540.0999756,0.3614279032,
540,0.3778933287,
539.9000244,0.3848340809,
539.7999878,0.3895482719,
539.7000122,0.4110459685,
539.5999756,0.4204688668,
539.5,0.4293398559,
539.4000244,0.441957593,
539.2999878,0.4436521232,
539.2000122,0.4591913223,
539.0999756,0.4696681499,
539,0.4838005304,
538.9000244,0.4580828846,
538.7999878,0.3286840916,
538.7000122,0.3131868839,
538.5999756,0.3114369512,
538.5,0.3185508549,
538.4000244,0.3270160258,
538.2999878,0.3342636228,
538.2000122,0.3421289921,
538.0999756,0.3469643593,
538,0.3631231189,
537.9000244,0.3676550388,
537.7999878,0.3854015172,
537.7000122,0.3940334618,
537.5999756,0.3916559219,
537.5,0.3990567923,
537.4000244,0.4112306237,
537.2999878,0.4169214666,
537.2000122,0.4321127534,
537.0999756,0.4437594116,
537,0.4545224309,
536.9000244,0.4713395834,
536.7999878,0.476488322,
536.7000122,0.3705658913,
536.5999756,0.3109300435,
536.5,0.3143667579,
536.4000244,0.3205662966,
536.2999878,0.3344688416,
536.2000122,0.3343695998,
536.0999756,0.3451019824,
536,0.3555929959,
535.9000244,0.3610589802,
535.7999878,0.3526382446,
535.7000122,0.3737577498,
535.5999756,0.3804064095,
535.5,0.3758282959,
535.4000244,0.3946149349,
535.2999878,0.4079612195,
535.2000122,0.4204247594,
535.0999756,0.4429195821,
535,0.4448866546,
534.9000244,0.4612413943,
534.7999878,0.4739466906,
534.7000122,0.4277866781,
534.5999756,0.3272465765,
534.5,0.3232097924,
534.4000244,0.3258829117,
534.2999878,0.3333110511,
534.2000122,0.3337262869,
534.0999756,0.3359850645,
534,0.3433606625,
533.9000244,0.3536621928,
533.7999878,0.3622117341,
533.7000122,0.3772450686,
533.5999756,0.3823580444,
533.5,0.3851164579,
533.4000244,0.3943190575,
533.2999878,0.4120622575,
533.2000122,0.4292998612,
533.0999756,0.4402827322,
533,0.4557732344,
532.9000244,0.4664371908,
532.7999878,0.4798704982,
532.7000122,0.3817726374,
532.5999756,0.3178772628,
532.5,0.322979331,
532.4000244,0.3307554722,
532.2999878,0.3349189162,
532.2000122,0.3410491645,
532.0999756,0.3513593078,
532,0.3556783795,
531.9000244,0.3674461544,
531.7999878,0.3767009377,
531.7000122,0.3892603219,
531.5999756,0.3916735649,
531.5,0.3957003355,
531.4000244,0.4140558243,
531.2999878,0.4336014688,
531.2000122,0.4369371831,
531.0999756,0.4488546848,
531,0.4649301767,
530.9000244,0.4667673707,
530.7999878,0.3777842522,
530.7000122,0.3246803284,
530.5999756,0.3370551169,
530.5,0.3379304111,
530.4000244,0.3436429501,
530.2999878,0.3527874351,
530.2000122,0.3593963087,
530.0999756,0.366364181,
530,0.3772381842,
529.9000244,0.3907428682,
529.7999878,0.3848564625,
529.7000122,0.4026895165,
529.5999756,0.407620877,
529.5,0.4201219082,
529.4000244,0.4266326427,
529.2999878,0.4447201788,
529.2000122,0.462097019,
529.0999756,0.4693301618,
529,0.4131528735,
528.9000244,0.3373564184,
528.7999878,0.3348637521,
528.7000122,0.3491290212,
528.5999756,0.3474107683,
528.5,0.3612482846,
528.4000244,0.3588154018,
528.2999878,0.3661359251,
528.2000122,0.3840980232,
528.0999756,0.3853250146,
528,0.3930380344,
527.9000244,0.4043988883,
527.7999878,0.4182625413,
527.7000122,0.4248358607,
527.5999756,0.4383125603,
527.5,0.4497245848,
527.4000244,0.4602680504,
527.2999878,0.4522371888,
527.2000122,0.358373791,
527.0999756,0.3325511813,
527,0.3435117006,
526.9000244,0.3497609794,
526.7999878,0.3533696532,
526.7000122,0.3641792238,
526.5999756,0.3703266978,
526.5,0.3796683252,
526.4000244,0.3877420723,
526.2999878,0.3916317821,
526.2000122,0.4074526131,
526.0999756,0.407076776,
526,0.4243586063,
525.9000244,0.4344542325,
525.7999878,0.4462828636,
525.7000122,0.4536533356,
525.5999756,0.4314330816,
525.5,0.3493803144,
525.4000244,0.3392000794,
525.2999878,0.3466476798,
525.2000122,0.3519920409,
525.0999756,0.3589011729,
525,0.3642170727,
524.9000244,0.3795143962,
524.7999878,0.3790371716,
524.7000122,0.3931340873,
524.5999756,0.3956927359,
524.5,0.4047682881,
524.4000244,0.4145484865,
524.2999878,0.43004179,
524.2000122,0.4360843003,
524.0999756,0.4498801827,
524,0.4451762438,
523.9000244,0.3600077033,
523.7999878,0.3366731703,
523.7000122,0.340839535,
523.5999756,0.3439537585,
523.5,0.3557840586,
523.4000244,0.3678617775,
523.2999878,0.3680035472,
523.2000122,0.3817649782,
523.0999756,0.3887429535,
523,0.4002084732,
522.9000244,0.4049656689,
522.7999878,0.418433696,
522.7000122,0.4235549867,
522.5999756,0.4346369803,
522.5,0.4350049794,
522.4000244,0.4001293182,
522.2999878,0.3355357945,
522.2000122,0.343350172,
522.0999756,0.3518553376,
522,0.3564727306,
521.9000244,0.3668092191,
521.7999878,0.371999234,
521.7000122,0.3811241984,
521.5999756,0.3831314147,
521.5,0.3927667439,
521.4000244,0.4018605053,
521.2999878,0.4096367657,
521.2000122,0.4186639488,
521.0999756,0.4223834574,
521,0.4338289797,
520.9000244,0.3746891916,
520.7999878,0.3419139683,
520.7000122,0.3413803279,
520.5999756,0.3513651788,
520.5,0.3557033539,
520.4000244,0.3658083081,
520.2999878,0.3724434972,
520.2000122,0.379732877,
520.0999756,0.3821412027,
520,0.3893921673,
519.9000244,0.3940215409,
519.7999878,0.4040919542,
519.7000122,0.4158565104,
519.5999756,0.4252154231,
519.5,0.402266413,
519.4000244,0.3390966654,
519.2999878,0.3451867998,
519.2000122,0.3451598287,
519.0999756,0.3598855436,
519,0.3593838811,
518.9000244,0.3627566099,
518.7999878,0.3703864515,
518.7000122,0.3816743493,
518.5999756,0.3842957616,
518.5,0.3990766704,
518.4000244,0.4060600996,
518.2999878,0.4106517434,
518.2000122,0.410223186,
518.0999756,0.3620499372,
518,0.3412799537,
517.9000244,0.3473165035,
517.7999878,0.3441987634,
517.7000122,0.356988132,
517.5999756,0.3571543992,
517.5,0.3713859618,
517.4000244,0.3746603429,
517.2999878,0.3821932375,
517.2000122,0.3917625248,
517.0999756,0.4012234211,
517,0.4039788842,
516.9000244,0.4087561071,
516.7999878,0.3508487642,
516.7000122,0.3319198191,
516.5999756,0.3493594825,
516.5,0.3498904109,
516.4000244,0.3543982506,
516.2999878,0.3664727211,
516.2000122,0.3637324572,
516.0999756,0.3756164014,
516,0.3825045526,
515.9000244,0.3888131678,
515.7999878,0.3910251856,
515.7000122,0.3980636895,
515.5999756,0.3712225556,
515.5,0.3366431892,
515.4000244,0.3392822742,
515.2999878,0.3482600749,
515.2000122,0.3508200943,
515.0999756,0.3621503413,
515,0.3650996685,
514.9000244,0.3681239486,
514.7999878,0.3761534989,
514.7000122,0.3787868023,
514.5999756,0.3932772279,
514.5,0.3958466053,
514.4000244,0.3558720648,
514.2999878,0.3408665657,
514.2000122,0.3484320641,
514.0999756,0.3488924503,
514,0.3515826166,
513.9000244,0.3589847982,
513.7999878,0.3650579751,
513.7000122,0.3745646179,
513.5999756,0.3806845844,
513.5,0.3844029009,
513.4000244,0.3965577483,
513.2999878,0.360163331,
513.2000122,0.3374705613,
513.0999756,0.3389168978,
513,0.3468439877,
512.9000244,0.351705879,
512.7999878,0.3584872484,
512.7000122,0.3655892611,
512.5999756,0.3682903647,
512.5,0.3752611876,
512.4000244,0.3781324327,
512.2999878,0.3767896295,
512.2000122,0.3433349729,
512.0999756,0.3428907096,
512,0.3441815972,
511.8999939,0.3534246981,
511.7999878,0.3552608192,
511.7000122,0.3573732078,
511.6000061,0.3631435037,
511.5,0.3684778512,
511.3999939,0.3748432398,
511.2999878,0.3773429394,
511.2000122,0.3512452841,
511.1000061,0.3399268091,
511,0.3401882946,
510.8999939,0.3445786238,
510.7999878,0.3540918827,
510.7000122,0.3579638004,
510.6000061,0.3640678227,
510.5,0.3695353568,
510.3999939,0.3706374168,
510.2999878,0.3578959405,
510.2000122,0.3364583552,
510.1000061,0.3392062783,
510,0.3454246223,
509.8999939,0.3494175971,
509.7999878,0.349579215,
509.7000122,0.3544353247,
509.6000061,0.3618364334,
509.5,0.3667685688,
509.3999939,0.3578003049,
509.2999878,0.3355835974,
509.2000122,0.3358893096,
509.1000061,0.3407792151,
509,0.3449225426,
508.8999939,0.3516541421,
508.7999878,0.354737401,
508.7000122,0.3563044071,
508.6000061,0.3616088629,
508.5,0.3398201466,
508.3999939,0.3332246244,
508.2999878,0.3379652202,
508.2000122,0.3399444222,
508.1000061,0.3450844288,
508,0.349843502,
507.8999939,0.3538768888,
507.7999878,0.3556202054,
507.7000122,0.3372189701,
507.6000061,0.3326773643,
507.5,0.3368516564,
507.3999939,0.3385497332,
507.2999878,0.3429138958,
507.2000122,0.3481225073,
507.1000061,0.3513004482,
507,0.3464933634,
506.8999939,0.3311759233,
506.7999878,0.3343212605,
506.7000122,0.3361185789,
506.6000061,0.3392262757,
506.5,0.343516171,
506.3999939,0.3463418484,
506.2999878,0.3442053497,
506.2000122,0.3300042748,
506.1000061,0.3298397958,
506,0.3327938914,
505.8999939,0.3362141252,
505.7999878,0.3395478129,
505.7000122,0.3429752588,
505.6000061,0.3375888467,
505.5,0.3267628849,
505.3999939,0.330090344,
505.2999878,0.3324017823,
505.2000122,0.3352163136,
505.1000061,0.3395718634,
505,0.337559104,
504.8999939,0.3254357278,
504.7999878,0.3262078762,
504.7000122,0.3297706246,
504.6000061,0.3323034346,
504.5,0.3357619345,
504.3999939,0.3316185176,
504.2999878,0.3238892853,
504.2000122,0.3253310323,
504.1000061,0.3284296691,
504,0.3314415216,
503.8999939,0.3327097595,
503.7999878,0.3235926032,
503.7000122,0.3219618201,
503.6000061,0.3249649405,
503.5,0.3273904026,
503.3999939,0.3295036256,
503.2999878,0.3225029707,
503.2000122,0.3202707767,
503.1000061,0.3226585388,
503,0.3252946734,
502.8999939,0.3252963424,
502.7999878,0.3190562129,
502.7000122,0.319496125,
502.6000061,0.322090596,
502.5,0.3240789473,
502.3999939,0.3209260702,
502.2999878,0.3161328435,
502.2000122,0.3196419179,
502.1000061,0.3215446472,
502,0.3182117045,
501.8999939,0.3159475625,
501.7999878,0.3175552487,
501.7000122,0.3189645112,
501.6000061,0.3150877953,
501.5,0.3152395487,
501.3999939,0.3164731264,
501.2999878,0.3161023557,
501.2000122,0.3140814602,
501.1000061,0.315354228,
501,0.3146713376,
500.8999939,0.3121710122,
500.7999878,0.3133502603,
500.7000122,0.3131065369,
500.6000061,0.310785979,
500.5,0.3125822246,
500.3999939,0.3104853928,
500.2999878,0.3107194901,
500.2000122,0.3100766838,
500.1000061,0.3101756275,
500,0.3097058535,
499.8999939,0.3083668351,
499.7999878,0.308346808,
499.7000122,0.3079598844,
499.6000061,0.3066969812,
499.5,0.3067263663,
499.3999939,0.305971235,
499.2999878,0.305701375,
499.2000122,0.305028677,
499.1000061,0.304839164,
499,0.3041449785,
498.8999939,0.3041065335,
498.7999878,0.3032306433,
498.7000122,0.3033452928,
498.6000061,0.3028668761,
498.5,0.3022667468,
498.3999939,0.301889807,
498.2999878,0.3011815846,
498.2000122,0.3006772995,
498.1000061,0.3008667827,
498,0.3002302945,
497.8999939,0.3003461659,
497.7999878,0.2993060648,
497.7000122,0.2990909219,
497.6000061,0.2978688776,
497.5,0.2974691689,
497.3999939,0.2972585857,
497.2999878,0.2963153422,
497.2000122,0.2957409918,
497.1000061,0.2951961458,
497,0.2949899733,
496.8999939,0.2942136228,
496.7999878,0.2934729159,
496.7000122,0.2927612066,
496.6000061,0.2925899625,
496.5,0.2925562263,
496.3999939,0.292224735,
496.2999878,0.2910787463,
496.2000122,0.290324688,
496.1000061,0.2908646166,
496,0.2898471057,
495.8999939,0.2901147902,
495.7999878,0.2883280516,
495.7000122,0.2886344194,
495.6000061,0.2875832617,
495.5,0.2878350914,
495.3999939,0.2875191569,
495.2999878,0.2871627808,
495.2000122,0.2863191068,
495.1000061,0.2852057219,
495,0.2846576273,
494.8999939,0.2844713032,
494.7999878,0.2842122316,
494.7000122,0.2841034234,
494.6000061,0.2836576104,
494.5,0.2831175923,
494.3999939,0.2825560272,
494.2999878,0.281848371,
494.2000122,0.2813774645,
494.1000061,0.2800298929,
494,0.2804387212,
493.8999939,0.2795960307,
493.7999878,0.2791676521,
493.7000122,0.2790758014,
493.6000061,0.2786028683,
493.5,0.2776832879,
493.3999939,0.277199477,
493.2999878,0.2770595253,
493.2000122,0.2766603231,
493.1000061,0.2757721245,
493,0.2747873664,
492.8999939,0.2750229239,
492.7999878,0.2747024596,
492.7000122,0.273277998,
492.6000061,0.2727096081,
492.5,0.2720615864,
492.3999939,0.2724682987,
492.2999878,0.2727904022,
492.2000122,0.2708176076,
492.1000061,0.2710232437,
492,0.2710370719,
491.8999939,0.2705984414,
491.7999878,0.2699837387,
491.7000122,0.268638283,
491.6000061,0.2688085735,
491.5,0.2686851323,
491.3999939,0.2682334483,
491.2999878,0.2675794363,
491.2000122,0.2670379579,
491.1000061,0.2670478821,
491,0.266425699,
490.8999939,0.2661111951,
490.7999878,0.2649419606,
490.7000122,0.2651463151,
490.6000061,0.2643970251,
490.5,0.2640576065,
490.3999939,0.2630464137,
490.2999878,0.2624635398,
490.2000122,0.2628330588,
490.1000061,0.2615579069,
490,0.261703819,
489.8999939,0.2610813975,
489.7999878,0.2602885962,
489.7000122,0.2602199912,
489.6000061,0.2594469488,
489.5,0.2585864365,
489.3999939,0.2581008375,
489.2999878,0.2581596673,
489.2000122,0.258181572,
489.1000061,0.257748723,
489,0.2569335103,
488.8999939,0.2562958002,
488.7999878,0.2557735145,
488.7000122,0.2550923824,
488.6000061,0.2547011375,
488.5,0.25463745,
488.3999939,0.2548522055,
488.2999878,0.2529654205,
488.2000122,0.2531400621,
488.1000061,0.252369374,
488,0.2517494261,
487.8999939,0.2513384223,
487.7999878,0.2509817779,
487.7000122,0.250934571,
487.6000061,0.2503909469,
487.5,0.249636218,
487.3999939,0.2488679737,
487.2999878,0.2494754046,
487.2000122,0.2485204488,
487.1000061,0.2481317818,
487,0.2475705296,
486.8999939,0.2473227233,
486.7999878,0.2465927601,
486.7000122,0.2467178404,
486.6000061,0.245446384,
486.5,0.2454880774,
486.3999939,0.244861111,
486.2999878,0.244629994,
486.2000122,0.2432106137,
486.1000061,0.2430909425,
486,0.2429284602,
485.8999939,0.2421426773,
485.7999878,0.2423467934,
485.7000122,0.2413944304,
485.6000061,0.2413866222,
485.5,0.2407215685,
485.3999939,0.24060601,
485.2999878,0.2402106225,
485.2000122,0.2391423136,
485.1000061,0.2388231009,
485,0.2387752682,
484.8999939,0.2377037704,
484.7999878,0.2383920401,
484.7000122,0.2378434986,
484.6000061,0.2368243039,
484.5,0.2366179079,
484.3999939,0.2359811962,
484.2999878,0.2357909232,
484.2000122,0.2346126437,
484.1000061,0.2341343462,
484,0.2341474444,
483.8999939,0.2336384952,
483.7999878,0.2329940498,
483.7000122,0.232367754,
483.6000061,0.232468009,
483.5,0.2316262126,
483.3999939,0.2318370044,
483.2999878,0.2310712039,
483.2000122,0.2310081869,
483.1000061,0.2304279059,
483,0.2299977243,
482.8999939,0.2294392586,
482.7999878,0.2295217663,
482.7000122,0.2289036512,
482.6000061,0.2278757095,
482.5,0.2275792956,
482.3999939,0.2278793454,
482.2999878,0.2274753153,
482.2000122,0.2265986353,
482.1000061,0.2264520526,
482,0.2258494943,
481.8999939,0.2258506119,
481.7999878,0.2252402753,
481.7000122,0.2249128073,
481.6000061,0.2239170223,
481.5,0.2241339087,
481.3999939,0.2237524986,
481.2999878,0.2225144207,
481.2000122,0.2230258137,
481.1000061,0.222303316,
481,0.2210667282,
480.8999939,0.2207749337,
480.7999878,0.2206375301,
480.7000122,0.2196143568,
480.6000061,0.2194457501,
480.5,0.2186798453,
480.3999939,0.2188585997,
480.2999878,0.2183973044,
480.2000122,0.2182277143,
480.1000061,0.2175424546,
480,0.2172597498,
479.8999939,0.2163923532,
479.7999878,0.2164856195,
479.7000122,0.2151948065,
479.6000061,0.2163902223,
479.5,0.2156398743,
479.3999939,0.2151896656,
479.2999878,0.2146517783,
479.2000122,0.213825658,
479.1000061,0.2142670751,
479,0.2136173695,
478.8999939,0.2132427543,
478.7999878,0.2129502743,
478.7000122,0.2127877921,
478.6000061,0.2126539499,
478.5,0.2110982835,
478.3999939,0.2111069858,
478.2999878,0.2106785178,
478.2000122,0.2110766023,
478.1000061,0.2097880691,
478,0.2101460546,
477.8999939,0.2097743005,
477.7999878,0.2091090232,
477.7000122,0.209194079,
477.6000061,0.2082609087,
477.5,0.2080120593,
477.3999939,0.2074760199,
477.2999878,0.2075502276,
477.2000122,0.2072241604,
477.1000061,0.2065176666,
477,0.2063353807,
476.8999939,0.2053330094,
476.7999878,0.2054231912,
476.7000122,0.2049770504,
476.6000061,0.204273954,
476.5,0.2042637318,
476.3999939,0.2039192319,
476.2999878,0.2027504742,
476.2000122,0.2032508403,
476.1000061,0.2021303773,
476,0.2021783739,
475.8999939,0.2014803588,
475.7999878,0.2014831156,
475.7000122,0.2008494437,
475.6000061,0.2010638267,
475.5,0.200458169,
475.3999939,0.2003254443,
475.2999878,0.1998155266,
475.2000122,0.1995172948,
475.1000061,0.1989964843,
475,0.1992720962,
474.8999939,0.198586911,
474.7999878,0.1984528005,
474.7000122,0.1974592358,
474.6000061,0.1977594942,
474.5,0.1970700622,
474.3999939,0.1966607869,
474.2999878,0.1963450164,
474.2000122,0.1959354579,
474.1000061,0.1958237737,
474,0.1951200366,
473.8999939,0.1945998669,
473.7999878,0.1946163177,
473.7000122,0.1940631419,
473.6000061,0.1940889657,
473.5,0.1935496926,
473.3999939,0.1933337301,
473.2999878,0.1934903562,
473.2000122,0.1919347793,
473.1000061,0.1921335608,
473,0.1919072419,
472.8999939,0.1912472099,
472.7999878,0.1915159971,
472.7000122,0.1910199225,
472.6000061,0.190808028,
472.5,0.1898603141,
472.3999939,0.189852342,
472.2999878,0.1901902258,
472.2000122,0.1887848675,
472.1000061,0.1895057559,
472,0.1882218719,
471.8999939,0.1883246154,
471.7999878,0.1879102588,
471.7000122,0.187548995,
471.6000061,0.1873670369,
471.5,0.1871667951,
471.3999939,0.1871276349,
471.2999878,0.187462002,
471.2000122,0.1858862191,
471.1000061,0.1869270355,
471,0.1862472147,
470.8999939,0.1854453236,
470.7999878,0.1848164648,
470.7000122,0.1853729337,
470.6000061,0.1853215992,
470.5,0.1849589497,
470.3999939,0.1832994968,
470.2999878,0.1839340329,
470.2000122,0.1841741651,
470.1000061,0.1829710752,
470,0.182777077,
469.8999939,0.1823047847,
469.7999878,0.1819581091,
469.7000122,0.182323575,
469.6000061,0.1811081916,
469.5,0.1816099733,
469.3999939,0.1810916662,
469.2999878,0.1804104745,
469.2000122,0.1806000471,
469.1000061,0.180022046,
469,0.179515332,
468.8999939,0.1795990467,
468.7999878,0.1785429418,
468.7000122,0.1786738485,
468.6000061,0.1785041243,
468.5,0.1781035066,
468.3999939,0.1774980426,
468.2999878,0.1774731576,
468.2000122,0.1769333631,
468.1000061,0.1768795252,
468,0.1768104434,
467.8999939,0.1762673706,
467.7999878,0.1762545109,
467.7000122,0.1750610173,
467.6000061,0.1750634164,
467.5,0.1745995879,
467.3999939,0.1743198782,
467.2999878,0.1745602787,
467.2000122,0.1739255786,
467.1000061,0.1735239029,
467,0.1741597354,
466.8999939,0.1730758697,
466.7999878,0.1729042828,
466.7000122,0.1731971651,
466.6000061,0.1728121191,
466.5,0.1729287952,
466.3999939,0.1718625426,
466.2999878,0.1720293462,
466.2000122,0.1710471511,
466.1000061,0.1714098752,
466,0.171719715,
465.8999939,0.1708816737,
465.7999878,0.1703953892,
465.7000122,0.1702402085,
465.6000061,0.1708342582,
465.5,0.1704255939,
465.3999939,0.1699671149,
465.2999878,0.1697426736,
465.2000122,0.1695120335,
465.1000061,0.1697360873,
465,0.1691762507,
464.8999939,0.1688590199,
464.7999878,0.1690515727,
464.7000122,0.1685177982,
464.6000061,0.1681121737,
464.5,0.1675527245,
464.3999939,0.1681012064,
464.2999878,0.1676635295,
464.2000122,0.1681156904,
464.1000061,0.167131573,
464,0.1668762267,
463.8999939,0.1665418744,
463.7999878,0.1662150323,
463.7000122,0.1659029871,
463.6000061,0.1652980298,
463.5,0.1652483493,
463.3999939,0.1653440893,
463.2999878,0.1649460495,
463.2000122,0.1646904051,
463.1000061,0.164539367,
463,0.1641397029,
462.8999939,0.1640578955,
462.7999878,0.1635103375,
462.7000122,0.1636226475,
462.6000061,0.1637024879,
462.5,0.1631717831,
462.3999939,0.1632808447,
462.2999878,0.1636471748,
462.2000122,0.1628659517,
462.1000061,0.162507683,
462,0.1629785448,
461.8999939,0.1618641168,
461.7999878,0.1620062143,
461.7000122,0.1622214019,
461.6000061,0.1612671167,
461.5,0.160922125,
461.3999939,0.1608373225,
461.2999878,0.1613195091,
461.2000122,0.1600482166,
461.1000061,0.1601325423,
461,0.1601427943,
460.8999939,0.1598870456,
460.7999878,0.1587478518,
460.7000122,0.1590405256,
460.6000061,0.1594649255,
460.5,0.1584710628,
460.3999939,0.1586388052,
460.2999878,0.1586038172,
460.2000122,0.1589182019,
460.1000061,0.1582240164,
460,0.1590521038,
459.8999939,0.1579782963,
459.7999878,0.1577007771,
459.7000122,0.1579612643,
459.6000061,0.1576823443,
459.5,0.157353729,
459.3999939,0.1571399868,
459.2999878,0.1573200077,
459.2000122,0.156465739,
459.1000061,0.1559881717,
459,0.1561077088,
458.8999939,0.156022504,
458.7999878,0.1558189243,
458.7000122,0.1561279893,
458.6000061,0.1547418684,
458.5,0.155522421,
458.3999939,0.1549985707,
458.2999878,0.1550697833,
458.2000122,0.1546696126,
458.1000061,0.1547134519,
458,0.1546281427,
457.8999939,0.1539484113,
457.7999878,0.1546978801,
457.7000122,0.154146865,
457.6000061,0.1537415683,
457.5,0.1538964957,
457.3999939,0.153196767,
457.2999878,0.1534109861,
457.2000122,0.1527287364,
457.1000061,0.152919203,
457,0.1519030631,
456.8999939,0.1522119939,
456.7999878,0.1527704298,
456.7000122,0.1515313387,
456.6000061,0.1518129557,
456.5,0.1514922976,
456.3999939,0.1513046324,
456.2999878,0.1513352543,
456.2000122,0.1510943472,
456.1000061,0.1512037814,
456,0.1513062418,
455.8999939,0.1509467214,
455.7999878,0.1500898302,
455.7000122,0.1502490193,
455.6000061,0.1503107101,
455.5,0.1495334804,
455.3999939,0.1495915204,
455.2999878,0.1497127116,
455.2000122,0.1489745528,
455.1000061,0.1485859454,
455,0.1492299438,
454.8999939,0.1489057541,
454.7999878,0.1490569264,
454.7000122,0.1486266553,
454.6000061,0.1487935483,
454.5,0.1484472901,
454.3999939,0.1488949955,
454.2999878,0.1488591582,
454.2000122,0.1483892053,
454.1000061,0.1483925283,
454,0.1490055323,
453.8999939,0.1479180008,
453.7999878,0.1478789896,
453.7000122,0.1479095519,
453.6000061,0.1479384899,
453.5,0.1475891173,
453.3999939,0.1474085748,
453.2999878,0.1473271996,
453.2000122,0.1472064257,
453.1000061,0.147311002,
453,0.1465183347,
452.8999939,0.1464835852,
452.7999878,0.1472904682,
452.7000122,0.1464570612,
452.6000061,0.1466370672,
452.5,0.1465532929,
452.3999939,0.1462363601,
452.2999878,0.1466456354,
452.2000122,0.1465349346,
452.1000061,0.1455555856,
452,0.1462665647,
451.8999939,0.1455909908,
451.7999878,0.1453978568,
451.7000122,0.1450094283,
451.6000061,0.1453988254,
451.5,0.1449920386,
451.3999939,0.1447938234,
451.2999878,0.1448732764,
451.2000122,0.1445046663,
451.1000061,0.1446172893,
451,0.1439079046,
450.8999939,0.1437684894,
450.7999878,0.144591406,
450.7000122,0.143668443,
450.6000061,0.1442192048,
450.5,0.1437590122,
450.3999939,0.1436586529,
450.2999878,0.1436839849,
450.2000122,0.1434628367,
450.1000061,0.1434678882,
450,0.1430695206,

sample1,
sample1
Collection Time: 12/13/22 3:00:07 PM
Operator Name  :
Scan Version 6.2.0.1588
Parameter List :
Instrument  Cary 5000
Instrument Version  3.00
Method Log     :
Method Name    :
Date/Time stamp: 12/13/22 2:57:03 PM
Method Modifications:
ConcentrationReportSelected Changed: 12/13/22 2:57:03 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 12/13/22 2:57:03 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 12/13/22 2:57:03 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 12/13/22 2:57:03 PM, Old:ON, New:Choice 0
X Start nm Changed: 12/13/22 2:58:04 PM, Old:800.000, New:650.000
X Stop nm Changed: 12/13/22 2:58:04 PM, Old:200.000, New:450.000
UVVIS Scan Rate nm Changed: 12/13/22 2:58:04 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 12/13/22 2:58:04 PM, Old:    0.004, New:   12.000
SBW Changed: 12/13/22 2:58:04 PM, Old:2.000, New:0.100
NIR slit width Changed: 12/13/22 2:58:04 PM, Old:4.000, New:0.100
Common Slit Width Changed: 12/13/22 2:58:04 PM, Old:2.000, New:0.100
Baseline Correction Changed: 12/13/22 2:58:04 PM, Old:0, New:1
Sipper Type Changed: 12/13/22 2:58:04 PM, Old:Internal RSA, New:External sipper
Common Interval nm Changed: 12/13/22 2:59:11 PM, Old:    1.000, New:    0.100
End Method Modifications
<Current Wavelength> , 450.000
<SBW (nm)> , 0.10
<Energy> , 346.74
<Slit Height> , Full

